"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
145,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","full_text",1,"You can’t build a future on betrayal, no matter how true the feelings seem."
146,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","full_text",2,"The life you envy often hides the cracks you cannot see."
147,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","full_text",3,"Waiting for fate changes nothing; choosing for yourself changes everything."
148,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","chunk_summary",1,"Desire ignored becomes betrayal invited."
149,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","chunk_summary",2,"A friendship built on rivalry will eventually break under love."
150,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","chunk_summary",3,"You cannot build a future honestly on secrets and half-choices."
151,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","plotArc_summary",1,"A safe life can be its own betrayal."
152,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","plotArc_summary",2,"Love chosen in secret still demands a public cost."
153,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","plotArc_summary",3,"Passivity protects comfort, not happiness."
154,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","memory",1,"Borrowed happiness always comes with a cost."
155,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","memory",2,"Silence in friendship can be as damaging as betrayal."
156,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","GPT","memory",3,"Choosing your own truth is braver than living by expectation."
157,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","full_text",1,"Sacrificing your own desires to maintain a toxic friendship is the ultimate betrayal of yourself."
158,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","full_text",2,"You cannot win the life you truly want if you never expect to win and refuse to take the risk."
159,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","full_text",3,"A flawless facade often conceals a fragile reality, proving that perfection is no substitute for authenticity."
160,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","chunk_summary",1,"Blind loyalty to a toxic friendship is ultimately a betrayal of yourself."
161,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","chunk_summary",2,"True happiness demands the courage to stop playing it safe and claim what you actually want."
162,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","chunk_summary",3,"Authentic love rarely follows a perfect moral script."
163,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","plotArc_summary",1,"You cannot find true happiness by remaining a bystander in your own life."
164,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","plotArc_summary",2,"The path to true love is rarely paved with perfect choices."
165,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","plotArc_summary",3,"The loudest demands for loyalty often mask the deepest hypocrisies."
166,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","memory",1,"You cannot find your own happiness while living as a sidekick in someone else's story."
167,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","memory",2,"Blind loyalty to a toxic friend is the ultimate betrayal of oneself."
168,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Gemini","memory",3,"Sometimes doing the wrong thing is the only way to find the right life."
169,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","full_text",1,"The heart wants what it wants, but wanting it doesn't make it right."
170,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","full_text",2,"Playing it safe your whole life is its own kind of risk."
171,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","full_text",3,"The friends who always win may simply be the ones who always take."
172,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","chunk_summary",1,"The heart you betray may be your own."
173,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","chunk_summary",2,"Wanting what someone else has is not the same as deserving it."
174,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","chunk_summary",3,"A perfect life on the outside can hide a hollow one within."
175,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","plotArc_summary",1,"Playing it safe is just a slower way to lose yourself."
176,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","plotArc_summary",2,"Secrets have a way of surfacing before you're ready to swim."
177,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","plotArc_summary",3,"The wrong beginning doesn't always lead to the wrong ending."
178,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","memory",1,"Choosing yourself is not the same as being selfish."
179,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","memory",2,"A lifetime of playing it safe can cost you everything that matters."
180,"2005_Giffin,Emily_SomethingBorrowed_BS.txt","SomethingBorrowed","Giffin","Emily",2005,"English","US","BEST","Claude","memory",3,"True friendship cannot survive a foundation of lies."
181,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","full_text",1,"Buried truths do not stay buried; they poison everything around them."
182,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","full_text",2,"Power without conscience turns people into prey."
183,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","full_text",3,"Trust is precious—once betrayed, it can cost more than money."
184,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","chunk_summary",1,"Buried secrets do not stay buried."
185,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","chunk_summary",2,"Trust the misfit who sees what others miss."
186,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","chunk_summary",3,"Power thrives on silence until someone dares to expose it."
187,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","plotArc_summary",1,"Truth buried by power still claws its way to light."
188,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","plotArc_summary",2,"The wounds a family hides can become the monsters it fears."
189,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","plotArc_summary",3,"Redemption is earned by risking everything for what is right."
190,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","memory",1,"Truth survives even the deepest cover-up."
191,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","memory",2,"Power without accountability breeds cruelty."
192,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","GPT","memory",3,"Outcasts often see what society refuses to face."
193,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","full_text",1,"The darkest monsters often hide behind the most respectable facades."
194,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","full_text",2,"Those deemed powerless can become the most dangerous architects of their own justice."
195,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","full_text",3,"Deception may win the battle, but relentless truth ultimately wins the war."
196,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","chunk_summary",1,"The darkest monsters often hide behind the most respectable facades."
197,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","chunk_summary",2,"When the law protects the corrupt, true justice must sometimes be forged in the shadows."
198,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","chunk_summary",3,"Society's most brilliant minds are often the ones it has most cruelly cast aside."
199,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","plotArc_summary",1,"A pristine family tree can hide the most poisonous roots."
200,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","plotArc_summary",2,"The relentless pursuit of truth is the surest path to personal redemption."
201,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","plotArc_summary",3,"Justice sometimes requires the unique skills of the very outcasts society has rejected."
202,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","memory",1,"The darkest monsters often hide behind the brightest facades of wealth and respectability."
203,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","memory",2,"No secret is buried deep enough to escape a relentless pursuit of the truth."
204,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Gemini","memory",3,"True justice is sometimes delivered by the very outcasts society has discarded."
205,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","full_text",1,"The truth, however buried, always demands a reckoning."
206,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","full_text",2,"Power without accountability is the breeding ground of monsters."
207,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","full_text",3,"The most dangerous prisons are the ones society builds around its most vulnerable."
208,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","chunk_summary",1,"The past never stays buried—it sends flowers every year."
209,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","chunk_summary",2,"Justice denied through the front door can be taken through the back."
210,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","chunk_summary",3,"The most dangerous investigators are the ones no one takes seriously."
211,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","plotArc_summary",1,"The truth buried deepest is worth digging for the longest."
212,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","plotArc_summary",2,"Unlikely allies can unlock what no lone hero ever could."
213,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","plotArc_summary",3,"Survival and justice are their own form of vindication."
214,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","memory",1,"The most dangerous predators hide behind respectable facades."
215,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","memory",2,"The silenced will find their own justice."
216,"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","TheGirlWithTheDragonTattoo","Larsson","Stieg",2005,"English","Sweden","BEST","Claude","memory",3,"Financial corruption and sexual violence share the same root: unchecked power."
217,"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt","ExtremelyLoudandIncrediblyClose","SafranFoer","Jonathan",2005,"English","US","BEST","GPT","full_text",1,"Grief cannot be solved, only carried with love."
218,"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt","ExtremelyLoudandIncrediblyClose","SafranFoer","Jonathan",2005,"English","US","BEST","GPT","full_text",2,"The truths we hide to protect each other often deepen the wound."
219,"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt","ExtremelyLoudandIncrediblyClose","SafranFoer","Jonathan",2005,"English","US","BEST","GPT","full_text",3,"Connection is the closest thing we have to finding our way through loss."
